survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,age_z,fare_z
1,1,female,22.0,1,0,66.6,S,First,woman,False,Southampton,yes,False,-0.5636740664747023,0.6946574415642337
0,3,male,55.5,0,0,8.05,S,Third,man,True,Southampton,no,True,2.017691515344065,-0.4841333019887193
0,3,male,40.5,0,2,14.5,S,Third,man,True,Southampton,no,False,0.8618561802013335,-0.3542750561148243
0,3,male,28.0,0,0,7.3125,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.49898143475337
0,1,male,51.0,0,1,61.3792,C,First,man,True,Cherbourg,no,False,1.6709409148012455,0.5895467547334693
1,3,female,16.0,0,0,7.7333,Q,Third,woman,False,Queenstown,yes,True,-1.026008200531795,-0.4905094425264344
0,3,male,30.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0.0527714456014212,-0.4841333019887193
0,3,male,28.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4718018018960432
0,3,male,28.0,8,2,69.55,S,Third,man,True,Southampton,no,False,-0.1013399324176096,0.7540499726228369
0,3,male,44.0,0,1,16.1,S,Third,man,True,Southampton,no,False,1.1315510917346374,-0.3220621579135481
1,2,female,40.0,0,0,15.75,S,Second,woman,False,Southampton,yes,True,0.8233283356965757,-0.3291087293950773
0,3,male,26.0,0,0,7.775,S,Third,man,True,Southampton,no,True,-0.2554513104366405,-0.4896698938670636
0,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,-0.9489525115222794,-0.4718018018960432
0,3,male,1.0,4,1,39.6875,S,Third,child,False,Southampton,no,False,-2.1818435356745267,0.1528264272880792
1,3,male,9.0,0,2,20.525,S,Third,child,False,Southampton,yes,False,-1.565398023598403,-0.2329733613256434
1,1,female,28.0,0,1,55.0,S,First,woman,False,Southampton,yes,False,-0.1013399324176096,0.4611139296049809
0,3,female,45.0,1,4,27.9,S,Third,woman,False,Southampton,no,False,1.208606780744153,-0.0844920336791357
0,1,male,28.0,0,0,25.925,S,First,man,True,Southampton,no,True,-0.1013399324176096,-0.124254829896336
0,3,male,28.0,0,0,56.4958,S,Third,man,True,Southampton,no,True,-0.1013399324176096,0.4912289628108992
0,1,male,61.0,0,0,33.5,S,First,man,True,Southampton,no,True,2.4414978048964,0.0282531100253312
0,3,male,4.0,4,1,29.125,Q,Third,child,False,Queenstown,no,False,-1.9506764686459803,-0.0598290334937835
1,3,female,1.0,1,1,11.1333,S,Third,child,False,Southampton,yes,False,-2.1818435356745267,-0.4220570338487224
0,3,male,21.0,0,0,7.925,S,Third,man,True,Southampton,no,True,-0.6407297554842177,-0.4866499346606939
0,1,male,56.0,0,0,30.6958,C,First,man,True,Cherbourg,no,True,2.0562193598488228,-0.0282040206846806
0,3,male,18.0,1,1,7.8542,S,Third,man,True,Southampton,no,False,-0.871896822512764,-0.4880753554061005
0,3,male,28.0,3,1,25.4667,S,Third,man,True,Southampton,no,False,-0.1013399324176096,-0.1334818119248641
0,1,female,50.0,0,0,28.7125,C,First,woman,False,Cherbourg,no,True,1.5938852257917302,-0.0681339213113001
0,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.0527714456014212,-0.3844746481785208
0,3,male,36.0,0,0,0.0,S,Third,man,True,Southampton,no,True,0.5151055796585139,-0.6462044460638905
0,3,female,28.0,8,2,69.55,S,Third,woman,False,Southampton,no,False,-0.1013399324176096,0.7540499726228369
0,2,male,28.0,0,0,15.05,C,Second,man,True,Cherbourg,no,True,-0.1013399324176096,-0.3432018723581356
0,3,male,9.0,4,2,31.3875,S,Third,child,False,Southampton,no,False,-1.565398023598403,-0.0142779821310413
1,2,male,1.0,2,1,39.0,S,Second,child,False,Southampton,yes,False,-2.1818435356745267,0.1389849475922183
1,3,female,4.0,0,2,22.025,S,Third,child,False,Southampton,yes,False,-1.9506764686459803,-0.2027737692619469
0,1,male,28.0,0,0,50.0,S,First,man,True,Southampton,no,True,-0.1013399324176096,0.3604486227259926
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,Queenstown,yes,False,-0.1013399324176096,-0.3341419947390266
1,1,male,45.0,0,0,26.55,S,First,man,True,Southampton,yes,True,1.208606780744153,-0.1116716665364625
0,3,male,40.0,1,1,15.5,Q,Third,man,True,Queenstown,no,False,0.8233283356965757,-0.3341419947390266
0,3,male,36.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.5151055796585139,-0.4872378200528672
1,2,female,32.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.2068828236204521,-0.3844746481785208
0,2,male,19.0,0,0,13.0,S,Second,man,True,Southampton,no,True,-0.7948411335032486,-0.3844746481785208
1,3,female,19.0,1,0,7.8542,S,Third,woman,False,Southampton,yes,False,-0.7948411335032486,-0.4880753554061005
1,2,male,3.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,-2.0277321576554956,-0.1227448502931512
1,1,female,44.0,0,0,27.7208,C,First,woman,False,Cherbourg,yes,True,1.1315510917346374,-0.0880998782776786
1,1,female,58.0,0,0,146.5208,C,First,woman,False,Cherbourg,yes,True,2.210330737867854,2.3037078131670836
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,-0.1013399324176096,-0.4901732204014585
0,3,male,42.0,0,1,8.4042,S,Third,man,True,Southampton,no,False,0.9774397137156066,-0.4770021716494118
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,-0.1013399324176096,-0.4901732204014585
0,2,female,24.0,0,0,13.0,S,Second,woman,False,Southampton,no,True,-0.4095626884556714,-0.3844746481785208
0,3,male,28.0,0,0,9.5,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4549403629938127
0,3,male,28.0,8,2,69.55,S,Third,man,True,Southampton,no,False,-0.1013399324176096,0.7540499726228369
0,3,male,34.0,0,0,6.4958,S,Third,man,True,Southampton,no,True,0.360994201639483,-0.515424105978984
0,3,male,45.5,0,0,7.225,C,Third,man,True,Cherbourg,no,True,1.2471346252489106,-0.5007430776237524
1,3,male,18.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,-0.871896822512764,-0.4841333019887193
0,3,female,2.0,0,1,10.4625,S,Third,child,False,Southampton,no,False,-2.104787846665011,-0.4355622914196074
0,3,male,32.0,1,0,15.85,S,Third,man,True,Southampton,no,False,0.2068828236204521,-0.3270954232574974
1,3,male,26.0,0,0,18.7875,C,Third,man,True,Cherbourg,yes,True,-0.2554513104366405,-0.2679545554660918
1,3,female,16.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,-1.026008200531795,-0.4901732204014585
1,1,male,40.0,0,0,31.0,C,First,man,True,Cherbourg,yes,True,0.8233283356965757,-0.0220795434141629
0,3,male,24.0,0,0,7.05,S,Third,man,True,Southampton,no,True,-0.4095626884556714,-0.5042663633645169
1,2,female,35.0,0,0,21.0,S,Second,woman,False,Southampton,yes,True,0.4380498906489985,-0.2234101571721395
0,3,male,22.0,0,0,7.25,S,Third,man,True,Southampton,no,True,-0.5636740664747023,-0.5002397510893574
0,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.0527714456014212,-0.3844746481785208
0,3,male,28.0,1,0,7.75,Q,Third,man,True,Queenstown,no,False,-0.1013399324176096,-0.4901732204014585
1,1,female,31.0,1,0,113.275,C,First,woman,False,Cherbourg,yes,False,0.1298271346109367,1.6343680812795898
1,3,female,27.0,0,0,7.925,S,Third,woman,False,Southampton,yes,True,-0.178395621427125,-0.4866499346606939
0,2,male,42.0,1,0,27.0,S,Second,man,True,Southampton,no,False,0.9774397137156066,-0.1026117889173535
1,1,female,32.0,0,0,76.2917,C,First,woman,False,Cherbourg,yes,True,0.2068828236204521,0.8897810325000521
0,2,male,30.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.0527714456014212,-0.434807301618015
1,3,male,16.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,-1.026008200531795,-0.4841333019887193
0,2,male,27.0,0,0,13.0,S,Second,man,True,Southampton,no,True,-0.178395621427125,-0.3844746481785208
0,3,male,51.0,0,0,8.05,S,Third,man,True,Southampton,no,True,1.6709409148012455,-0.4841333019887193
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4872378200528672
1,1,male,38.0,1,0,90.0,S,First,man,True,Southampton,yes,False,0.6692169576775449,1.1657710777578991
0,3,male,22.0,0,0,9.35,S,Third,man,True,Southampton,no,True,-0.5636740664747023,-0.4579603222001823
1,2,male,19.0,0,0,10.5,S,Second,man,True,Southampton,yes,True,-0.7948411335032486,-0.434807301618015
0,3,male,20.5,0,0,7.25,S,Third,man,True,Southampton,no,True,-0.6792575999889754,-0.5002397510893574
0,2,male,18.0,0,0,13.0,S,Second,man,True,Southampton,no,True,-0.871896822512764,-0.3844746481785208
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,Southampton,no,False,-0.1013399324176096,-0.1334818119248641
1,1,female,35.0,1,0,83.475,S,First,woman,False,Southampton,yes,False,0.4380498906489985,1.0344028522808193
0,3,male,29.0,0,0,7.775,S,Third,man,True,Southampton,no,True,-0.0242842434080941,-0.4896698938670636
0,2,male,59.0,0,0,13.5,S,Second,man,True,Southampton,no,True,2.287386426877369,-0.374408117490622
1,3,female,5.0,4,2,31.3875,S,Third,child,False,Southampton,yes,False,-1.8736207796364648,-0.0142779821310413
0,2,male,24.0,0,0,10.5,S,Second,man,True,Southampton,no,True,-0.4095626884556714,-0.434807301618015
0,3,female,28.0,0,0,7.55,S,Third,woman,False,Southampton,no,True,-0.1013399324176096,-0.4941998326766181
0,2,male,44.0,1,0,26.0,S,Second,man,True,Southampton,no,False,1.1315510917346374,-0.1227448502931512
1,2,female,8.0,0,2,26.25,S,Second,child,False,Southampton,yes,False,-1.6424537126079184,-0.1177115849492018
0,2,male,19.0,0,0,10.5,S,Second,man,True,Southampton,no,True,-0.7948411335032486,-0.434807301618015
0,2,male,33.0,0,0,12.275,S,Second,man,True,Southampton,no,True,0.2839385126299676,-0.3990711176759742
0,3,female,28.0,1,0,14.4542,C,Third,woman,False,Cherbourg,no,False,-0.1013399324176096,-0.3551971503258359
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,Queenstown,yes,False,-0.1013399324176096,-0.3341419947390266
0,2,male,29.0,0,0,10.5,S,Second,man,True,Southampton,no,True,-0.0242842434080941,-0.434807301618015
0,3,male,22.0,0,0,7.125,S,Third,man,True,Southampton,no,True,-0.5636740664747023,-0.5027563837613321
0,3,male,30.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,0.0527714456014212,-0.5007430776237524
0,1,male,44.0,2,0,90.0,Q,First,man,True,Queenstown,no,False,1.1315510917346374,1.1657710777578991
